Date,Orkla,Telenor,DNO,Schibsted,BW,Equinor,Aker BP,SalMar,BWO,AkerASA,LerøySeafood,DNB,TGS,Subsea7,Yara,Nel,Scatec,PFBakkafrost,Storebrand,Mowi,Gjensidige,Entra
10.09.2013,"44,95","129,10","14,74","157,10",#N/A,"132,90","83,50","60,50","395,00","196,00","15,05","97,80","186,10","124,90","246,90","2,56",#N/A,"75,50","37,89","59,20","92,25",#N/A
11.09.2013,"45,64","129,80","14,46","157,20",#N/A,"134,50","82,85","63,75","406,00","194,50","15,50","99,35","189,90","125,70","241,50","2,50",#N/A,"77,50","37,60","60,80","92,20",#N/A
12.09.2013,"45,05","131,00","14,40","156,55",#N/A,"134,30","82,00","62,75","407,50","194,00","15,45","96,35","188,90","125,20","241,50","2,49",#N/A,"75,50","37,35","59,55","91,90",#N/A
13.09.2013,"44,43","131,00","14,41","155,05",#N/A,"135,20","81,85","62,50","416,50","196,00","15,35","96,00","191,40","125,40","245,00","2,38",#N/A,"74,75","36,95","59,60","90,95",#N/A
16.09.2013,"44,85","131,00","14,20","156,70",#N/A,"134,70","82,15","63,00","424,00","196,50","15,40","95,00","191,40","125,30","246,90","2,39",#N/A,"76,00","37,24","59,80","90,70",#N/A
17.09.2013,"45,03","133,50","14,13","156,50",#N/A,"133,90","81,90","63,75","425,00","194,00","15,50","94,55","191,00","125,00","243,80","2,99",#N/A,"75,50","37,24","59,35","89,55",#N/A
18.09.2013,"45,13","133,40","14,06","155,95",#N/A,"133,50","81,70","65,00","420,00","193,00","15,70","94,45","191,60","125,40","246,30","2,82",#N/A,"76,00","36,97","60,35","89,90",#N/A
19.09.2013,"45,00","134,90","14,09","156,05",#N/A,"135,00","82,10","65,75","419,50","194,00","16,65","97,10","194,20","124,00","247,00","2,77",#N/A,"78,00","34,57","62,70","90,40",#N/A
20.09.2013,"45,00","135,50","14,18","156,10",#N/A,"135,20","83,95","67,50","417,50","194,50","16,55","97,60","194,00","124,90","246,70","3,30",#N/A,"79,75","35,10","62,35","90,20",#N/A
23.09.2013,"44,72","136,40","14,15","154,35",#N/A,"134,90","84,00","66,00","417,50","191,50","16,70","96,15","192,40","125,20","247,90","3,36",#N/A,"78,25","35,12","62,25","90,05",#N/A
24.09.2013,"44,38","138,50","14,11","154,25",#N/A,"136,40","84,00","66,50","413,00","193,50","16,60","95,75","187,70","126,20","245,40","3,74",#N/A,"81,00","35,46","62,50","90,10",#N/A
25.09.2013,"44,90","138,70","13,61","154,00",#N/A,"136,80","84,00","67,25","414,50","192,50","16,90","95,00","186,00","127,60","250,20","3,65",#N/A,"81,25","35,01","63,65","90,00",#N/A
26.09.2013,"44,47","138,60","13,70","153,00",#N/A,"137,50","83,30","68,50","412,50","190,50","17,20","94,00","186,70","126,80","251,90","4,20",#N/A,"81,50","34,50","65,05","90,65",#N/A
27.09.2013,"43,85","139,10","13,66","152,70",#N/A,"137,30","83,75","69,25","412,50","188,00","17,20","93,15","185,80","127,20","250,00","4,15",#N/A,"83,25","34,21","64,50","90,95",#N/A
30.09.2013,"43,80","137,40","13,36","155,00",#N/A,"136,50","81,40","68,25","408,00","183,00","17,05","91,30","177,00","125,00","248,30","3,90",#N/A,"82,25","33,32","64,20","90,80",#N/A
01.10.2013,"44,03","137,00","13,56","158,40",#N/A,"135,00","83,30","69,75","407,50","185,50","16,95","92,90","177,70","125,80","242,40","4,17",#N/A,"82,00","33,59","64,85","92,00",#N/A
02.10.2013,"44,08","138,70","13,80","158,20",#N/A,"135,00","85,65","69,50","407,50","184,50","16,80","93,10","175,30","127,40","242,50","4,14",#N/A,"82,00","34,67","64,30","91,40",#N/A
03.10.2013,"44,05","140,20","14,50","168,60",#N/A,"135,10","85,50","69,50","405,00","187,50","16,85","93,55","175,80","129,00","243,50","3,98",#N/A,"82,50","34,45","65,25","92,50",#N/A
04.10.2013,"43,95","139,30","14,57","170,00",#N/A,"135,50","84,75","70,00","405,00","188,00","16,70","93,35","175,10","127,90","241,70","3,90",#N/A,"81,50","34,62","64,05","92,05",#N/A
07.10.2013,"43,80","138,80","14,36","170,00",#N/A,"134,50","84,05","70,50","403,50","187,00","16,70","92,95","173,10","127,50","239,20","3,75",#N/A,"82,00","34,21","64,10","91,00",#N/A
08.10.2013,"43,80","140,10","14,17","169,25",#N/A,"133,30","81,75","70,75","401,50","185,00","16,70","92,10","147,50","125,80","235,90","3,60",#N/A,"81,25","33,87","63,65","91,60",#N/A
09.10.2013,"43,48","139,90","14,18","166,00",#N/A,"133,70","82,20","68,50","395,00","184,50","16,30","92,05","146,20","125,40","237,10","3,00",#N/A,"81,75","34,11","63,50","91,55",#N/A
10.10.2013,"43,94","142,00","14,56","168,40",#N/A,"135,60","83,10","72,00","398,50","187,00","17,25","92,75","146,90","127,20","237,90","3,16",#N/A,"82,75","35,57","65,85","94,40",#N/A
11.10.2013,"44,18","142,00","14,65","170,30",#N/A,"135,10","83,15","74,00","397,50","188,50","18,10","93,70","146,50","126,30","238,00","3,34",#N/A,"83,25","35,21","66,90","94,80",#N/A
14.10.2013,"44,20","143,00","15,56","172,30",#N/A,"135,10","82,80","74,50","390,00","187,50","18,80","94,40","145,70","125,60","241,20","3,50",#N/A,"84,00","35,33","67,85","95,10",#N/A
15.10.2013,"44,25","143,30","16,47","175,00",#N/A,"137,60","84,60","74,25","395,00","185,50","18,70","95,60","147,60","129,10","242,60","3,50",#N/A,"86,00","35,93","68,80","96,50",#N/A
16.10.2013,"44,25","144,50","16,30","179,85",#N/A,"136,50","83,40","73,50","394,00","184,00","18,60","96,45","147,60","128,80","239,60","3,53",#N/A,"85,00","36,10","69,60","96,30",#N/A
17.10.2013,"44,24","147,60","16,01","180,40",#N/A,"136,50","83,20","73,50","395,50","188,00","18,60","96,75","147,50","127,40","236,90","3,48",#N/A,"85,50","36,17","69,70","98,00",#N/A
18.10.2013,"44,55","148,00","16,28","181,00",#N/A,"138,00","83,45","74,00","401,00","187,50","19,25","96,65","149,70","128,60","247,10","3,54",#N/A,"85,50","35,35","69,75","101,80",#N/A
21.10.2013,"44,93","150,40","16,27","187,45",#N/A,"139,70","83,30","75,25","411,50","188,50","19,20","97,70","154,10","132,00","244,00","4,10",#N/A,"85,75","35,46","70,00","101,30",#N/A
22.10.2013,"45,21","150,20","16,17","186,50",#N/A,"139,80","83,20","75,75","414,00","190,00","18,80","98,90","157,00","131,30","250,60","3,85",#N/A,"85,50","35,65","70,30","109,40",#N/A
23.10.2013,"46,25","150,50","16,01","186,85",#N/A,"138,50","83,40","75,00","412,50","190,50","18,75","98,30","157,00","130,30","249,50","3,85",#N/A,"86,25","35,32","70,20","111,00",#N/A
24.10.2013,"46,72","149,60","15,97","185,75",#N/A,"139,90","83,85","74,00","414,50","191,00","18,75","104,10","158,00","129,20","251,00","4,09",#N/A,"88,00","35,50","71,90","110,80",#N/A
25.10.2013,"46,72","150,60","16,19","188,00",#N/A,"142,80","84,10","74,00","413,00","189,00","18,70","105,80","157,90","130,80","254,30","4,45",#N/A,"87,00","35,17","71,70","111,40",#N/A
28.10.2013,"46,00","150,90","16,11","186,65",#N/A,"141,30","83,60","74,00","407,50","186,00","18,25","105,10","158,70","126,60","255,70","3,20",#N/A,"86,25","35,15","71,65","110,50",#N/A
29.10.2013,"46,21","150,60","16,24","185,65",#N/A,"143,00","84,25","73,50","406,00","187,00","18,20","106,60","160,40","128,60","257,60","3,15",#N/A,"84,75","36,85","70,35","110,80",#N/A
30.10.2013,"48,45","148,70","16,31","187,00",#N/A,"140,90","84,75","74,00","407,50","187,50","17,95","106,80","160,70","128,20","255,40","2,99",#N/A,"84,25","39,00","69,30","110,70",#N/A
31.10.2013,"48,25","143,00","16,87","182,00",#N/A,"141,00","84,80","72,75","408,50","187,50","18,50","105,50","163,80","125,90","257,00","3,02",#N/A,"83,50","38,44","69,80","111,10",#N/A
01.11.2013,"47,81","145,30","17,68","180,65",#N/A,"140,90","85,25","72,50","411,00","190,00","18,40","105,30","165,00","127,10","262,80","3,10",#N/A,"84,00","38,51","69,95","110,10",#N/A
04.11.2013,"47,75","146,70","18,47","182,50",#N/A,"141,30","85,60","72,25","408,50","189,00","18,10","106,50","167,10","128,00","261,70","3,17",#N/A,"83,25","38,40","68,90","111,30",#N/A
05.11.2013,"47,00","145,50","18,17","178,80",#N/A,"141,30","84,65","70,25","405,00","189,00","18,35","105,40","165,70","126,70","263,90","3,15",#N/A,"81,25","38,20","68,00","111,20",#N/A
06.11.2013,"47,71","148,20","18,68","196,70",#N/A,"142,20","85,50","72,25","412,50","194,00","18,90","105,80","167,10","127,70","265,00","3,00",#N/A,"83,75","38,55","69,55","112,60",#N/A
07.11.2013,"47,85","146,70","18,60","192,05",#N/A,"141,30","85,80","73,00","410,00","192,50","19,00","105,90","165,40","126,00","261,50","3,10",#N/A,"84,50","37,50","69,30","112,40",#N/A
08.11.2013,"47,56","147,20","18,70","189,20",#N/A,"140,20","86,15","71,50","425,00","192,00","18,70","105,00","163,10","125,80","265,00","2,98",#N/A,"84,00","37,05","69,25","111,80",#N/A
11.11.2013,"47,83","148,20","19,10","195,00",#N/A,"141,30","85,95","71,00","431,50","192,00","18,25","105,70","164,10","126,70","266,80","2,88",#N/A,"83,50","37,90","69,55","112,60",#N/A
12.11.2013,"47,73","147,40","18,93","195,00",#N/A,"139,80","85,60","69,75","427,00","192,00","17,55","104,40","161,00","125,20","261,80","2,99",#N/A,"83,75","37,60","69,25","114,20",#N/A
13.11.2013,"47,50","148,30","18,85","194,45",#N/A,"138,80","85,30","69,25","430,00","193,50","16,95","104,90","159,60","125,20","258,60","2,82",#N/A,"84,25","37,31","68,50","113,30",#N/A
14.11.2013,"47,73","151,10","20,00","196,15",#N/A,"140,00","86,00","71,00","426,00","193,50","17,30","104,80","157,50","124,30","264,60","2,82",#N/A,"85,00","37,69","69,90","111,70",#N/A
15.11.2013,"47,59","152,50","20,46","196,05",#N/A,"141,20","86,10","72,00","424,50","197,50","17,10","106,50","158,00","125,70","266,50","2,82",#N/A,"87,00","37,62","69,80","112,60",#N/A
18.11.2013,"47,65","153,40","20,79","196,50",#N/A,"141,40","86,50","72,25","429,00","204,00","17,15","108,00","156,40","124,10","266,00","3,03",#N/A,"88,00","37,80","68,70","112,80",#N/A
19.11.2013,"46,98","152,90","20,45","196,00",#N/A,"141,00","86,50","72,00","424,50","202,00","17,20","107,80","157,10","125,80","266,90","2,90",#N/A,"86,50","37,65","68,15","113,30",#N/A
20.11.2013,"47,41","151,30","19,44","196,70",#N/A,"140,40","85,95","71,25","425,00","201,50","17,25","107,00","155,60","126,60","266,20","2,65",#N/A,"85,75","37,15","68,05","113,00",#N/A
21.11.2013,"47,50","150,10","20,24","192,10","49,30","139,90","84,25","70,25","401,50","196,50","16,70","107,00","153,40","124,00","265,00","2,95",#N/A,"87,00","36,95","67,10","111,30",#N/A
22.11.2013,"47,46","150,40","19,94","196,55","50,00","139,50","84,85","70,75","395,00","200,00","16,75","107,80","153,20","122,30","265,70","2,89",#N/A,"86,50","37,49","67,35","112,20",#N/A
25.11.2013,"47,93","150,00","21,11","197,35","50,75","139,20","84,50","71,25","390,00","206,00","16,85","107,80","155,60","121,10","265,00","3,00",#N/A,"87,25","37,26","67,65","112,70",#N/A
26.11.2013,"47,69","148,10","21,83","194,70","50,50","138,50","86,20","71,50","395,00","206,00","17,00","107,50","157,00","118,90","258,50","2,81",#N/A,"89,25","37,28","68,90","112,50",#N/A
27.11.2013,"47,98","148,50","22,92","200,00","49,80","138,00","86,35","72,00","395,00","213,00","17,00","109,00","157,60","119,40","259,20","3,00",#N/A,"89,25","37,70","69,40","112,80",#N/A
28.11.2013,"47,69","148,50","22,55","198,85","50,50","138,60","85,60","73,50","393,50","216,00","17,75","109,90","157,70","119,70","262,50","3,00",#N/A,"89,50","37,57","70,85","112,90",#N/A
29.11.2013,"47,68","147,30","22,66","197,90","49,50","138,40","85,00","75,50","398,00","217,00","18,20","108,40","161,70","119,30","267,30","2,95",#N/A,"90,50","37,80","70,65","110,30",#N/A
02.12.2013,"47,35","146,20","22,53","197,55","49,80","138,20","85,25","74,50","397,00","215,50","18,00","109,30","160,90","118,80","265,80","2,87",#N/A,"90,25","37,41","72,00","110,40",#N/A
03.12.2013,"46,87","143,70","22,82","196,60","50,25","139,70","84,50","74,00","388,50","214,50","18,10","107,80","156,40","116,00","263,10","2,90",#N/A,"89,75","36,73","71,00","111,00",#N/A
04.12.2013,"46,21","141,70","22,37","194,65","52,00","139,20","83,50","75,00","387,50","210,50","17,85","106,00","151,50","115,00","268,30","2,60",#N/A,"91,25","36,58","70,70","111,50",#N/A
05.12.2013,"46,85","142,70","22,21","193,00","54,00","139,50","82,10","76,75","383,50","209,50","18,20","104,60","149,50","115,20","272,50","2,39",#N/A,"92,00","36,48","72,30","112,20",#N/A
06.12.2013,"46,78","139,60","22,46","193,30","55,00","139,90","83,15","77,50","386,00","211,00","18,35","104,00","149,20","115,30","270,00","2,50",#N/A,"93,25","36,38","72,65","110,80",#N/A
09.12.2013,"47,13","142,40","22,47","195,25","57,00","141,00","82,25","77,25","386,50","212,00","18,25","104,60","148,30","117,00","272,60","2,50",#N/A,"93,25","36,32","72,75","112,00",#N/A
10.12.2013,"46,90","142,90","22,24","194,55","56,50","141,90","82,40","76,00","372,50","211,50","17,80","103,30","149,90","117,50","269,00","2,25",#N/A,"92,00","36,08","72,70","110,40",#N/A
11.12.2013,"46,75","141,70","22,24","193,90","55,75","140,60","81,55","75,00","366,50","209,00","18,00","103,30","144,90","116,50","265,50","2,20",#N/A,"91,00","35,77","71,75","108,30",#N/A
12.12.2013,"46,00","141,20","22,04","192,05","54,75","140,00","81,35","75,00","360,00","209,50","17,75","102,80","140,00","113,60","262,20","2,10",#N/A,"87,50","35,96","71,20","107,50",#N/A
13.12.2013,"45,99","141,30","22,50","194,30","54,50","139,80","80,80","75,00","360,00","208,50","17,60","104,40","146,10","114,60","261,10","2,05",#N/A,"89,00","34,76","71,00","108,50",#N/A
16.12.2013,"45,82","142,70","22,90","193,50","54,75","140,80","79,90","74,25","358,50","207,50","17,30","105,60","143,80","114,70","265,80","1,95",#N/A,"91,50","35,00","71,65","109,00",#N/A
17.12.2013,"46,20","143,70","22,47","195,00","55,00","141,70","79,95","74,00","356,00","205,00","17,50","106,30","141,50","112,60","264,40","1,81",#N/A,"91,75","34,91","70,80","108,80",#N/A
18.12.2013,"45,79","143,10","22,51","195,85","55,75","142,00","80,20","73,25","352,00","207,50","17,20","105,00","140,00","109,40","254,60","1,90",#N/A,"90,50","35,18","71,00","108,10",#N/A
19.12.2013,"46,00","144,40","22,69","196,25","55,25","143,60","79,85","72,50","342,00","205,50","16,60","106,20","140,30","108,40","255,00","3,00",#N/A,"90,50","36,79","71,15","109,70",#N/A
20.12.2013,"46,51","145,10","23,23","196,70","55,25","144,50","68,00","73,00","352,50","201,00","17,40","107,30","142,60","111,70","254,00","2,24",#N/A,"91,75","37,32","72,50","113,70",#N/A
23.12.2013,"46,89","146,00","24,49","201,25","56,25","146,50","68,70","73,25","360,00","204,50","17,25","108,90","147,20","112,10","260,00","2,05",#N/A,"90,50","37,30","72,10","114,40",#N/A
27.12.2013,"47,18","146,50","24,22","201,95","59,00","147,70","67,25","72,75","367,50","214,00","17,35","109,50","155,30","114,20","264,00","2,40",#N/A,"91,75","37,99","72,50","116,10",#N/A
30.12.2013,"47,32","144,60","24,20","200,60","57,75","147,00","66,70","74,00","362,50","222,00","17,70","108,50","160,80","116,10","261,00","2,20",#N/A,"95,00","37,90","73,85","115,70",#N/A
02.01.2014,"46,64","143,40","24,88","206,65","59,50","146,90","66,00","74,50","370,50","214,00","17,50","108,40","151,80","114,40","258,90","2,35",#N/A,"94,75","38,83","73,55","115,60",#N/A
03.01.2014,"46,53","142,50","24,95","208,50","60,00","146,50","65,55","74,00","374,00","213,50","17,70","108,70","150,90","114,70","262,10","2,50",#N/A,"94,00","38,93","73,95","114,90",#N/A
06.01.2014,"46,49","142,70","24,55","208,50","61,00","146,40","64,20","73,50","367,50","208,50","17,55","108,80","149,20","117,30","259,40","2,42",#N/A,"93,50","38,88","72,85","115,10",#N/A
07.01.2014,"46,27","144,10","24,47","206,10","61,50","147,70","63,50","74,25","362,00","206,00","17,75","108,30","145,90","116,90","257,30","2,36",#N/A,"92,75","38,73","71,90","115,00",#N/A
08.01.2014,"46,23","144,00","24,37","208,55","64,50","148,60","63,40","73,25","363,50","209,50","17,60","109,60","147,20","116,40","259,30","2,22",#N/A,"91,50","39,37","72,10","114,40",#N/A
09.01.2014,"46,01","145,50","24,89","205,80","68,00","148,20","63,50","72,25","356,00","211,00","17,40","110,00","172,50","117,00","263,30","2,30",#N/A,"90,50","39,90","71,80","114,00",#N/A
10.01.2014,"46,33","145,30","24,75","201,55","69,00","152,00","64,10","72,25","360,00","213,00","17,25","108,00","178,40","119,20","265,60","2,58",#N/A,"91,25","39,43","71,50","115,90",#N/A
13.01.2014,"46,26","145,00","24,70","194,50","69,25","152,00","65,30","74,00","368,50","213,00","17,75","111,00","178,00","120,00","262,00","2,90",#N/A,"92,00","40,65","71,30","115,80",#N/A
14.01.2014,"46,18","145,70","24,70","190,50","70,25","151,50","67,60","77,00","364,00","211,50","18,50","110,80","174,60","119,30","259,20","2,90",#N/A,"91,50","39,74","74,00","115,20",#N/A
15.01.2014,"46,20","147,60","24,42","193,75","73,75","153,50","67,20","76,50","363,50","211,50","18,75","112,40","174,00","119,40","264,30","2,80",#N/A,"94,75","39,78","74,00","118,50",#N/A
16.01.2014,"47,01","146,50","22,80","195,60","74,75","154,80","66,40","78,25","363,50","211,00","18,60","112,70","171,90","119,10","264,60","2,80",#N/A,"99,50","39,29","74,90","121,50",#N/A
17.01.2014,"49,10","145,70","22,45","192,60","74,00","152,70","66,15","78,75","363,50","207,50","18,85","112,80","170,40","119,30","265,90","2,75",#N/A,"98,25","39,89","75,00","121,10",#N/A
20.01.2014,"48,93","144,90","22,23","183,00","74,00","153,20","67,20","78,75","359,50","209,00","18,95","111,70","171,40","119,40","265,10","2,68",#N/A,"98,50","39,31","76,95","121,20",#N/A
21.01.2014,"49,60","145,60","22,17","185,00","72,50","154,70","67,90","79,75","355,00","207,50","18,95","111,80","173,10","119,50","266,60","2,65",#N/A,"98,75","39,26","78,10","121,10",#N/A
22.01.2014,"49,79","143,90","22,60","183,80","70,25","153,70","68,60","79,50","356,00","202,50","19,15","109,80","173,00","119,60","267,50","2,15",#N/A,"98,75","39,00","78,00","121,10",#N/A
23.01.2014,"50,25","141,50","21,50","181,10","69,50","152,30","66,80","79,00","352,50","200,00","19,00","110,10","169,50","118,60","270,10","2,44",#N/A,"98,50","38,75","78,10","119,70",#N/A
24.01.2014,"49,96","140,90","20,80","178,45","67,50","149,00","64,80","78,00","346,50","197,00","18,85","109,50","169,30","114,60","264,90","2,35",#N/A,"95,75","37,43","75,80","118,50",#N/A
27.01.2014,"48,88","140,40","20,03","175,85","66,50","149,20","64,00","78,00","338,00","193,00","18,65","108,10","166,00","114,80","263,10","2,40",#N/A,"93,00","36,79","75,00","117,40",#N/A
28.01.2014,"49,08","134,20","20,33","179,80","67,75","150,40","65,60","77,50","339,50","194,00","18,80","108,80","164,90","113,70","262,90","2,35",#N/A,"93,50","38,00","74,95","117,50",#N/A
29.01.2014,"48,70","131,30","20,27","182,15","69,25","148,70","65,65","77,50","332,50","192,50","18,90","107,50","167,70","113,30","257,20","2,35",#N/A,"94,50","37,42","74,10","116,00",#N/A
30.01.2014,"48,61","129,50","20,73","183,55","69,25","150,80","65,15","78,00","338,00","190,50","19,20","109,00","163,40","111,00","258,20","2,28",#N/A,"94,75","37,79","73,05","120,70",#N/A
31.01.2014,"48,75","130,20","20,38","183,40","69,75","148,60","63,55","76,75","345,00","187,50","18,95","106,10","162,10","107,80","259,00","2,23",#N/A,"93,50","37,31","72,15","120,30",#N/A
03.02.2014,"48,28","130,80","20,55","181,50","71,50","148,20","63,75","77,50","348,50","186,50","19,00","106,10","161,90","108,50","258,70","2,40",#N/A,"93,50","36,23","73,50","120,40",#N/A
04.02.2014,"47,94","129,10","20,53","182,65","70,50","149,00","63,25","77,50","350,00","183,00","19,00","107,00","164,40","110,20","257,30","2,30",#N/A,"93,50","36,12","73,35","119,50",#N/A
05.02.2014,"47,70","127,10","21,12","182,00","70,50","147,40","63,70","77,00","360,50","182,00","18,90","108,60","165,00","109,70","255,50","2,35",#N/A,"93,50","36,20","70,30","119,30",#N/A
06.02.2014,"46,24","130,60","21,51","187,50","69,75","149,00","64,90","75,50","357,00","184,00","18,70","108,40","172,10","109,30","261,50","2,35",#N/A,"92,75","38,97","69,25","119,70",#N/A
07.02.2014,"46,30","135,10","21,34","189,15","70,00","157,50","67,60","77,50","357,50","188,00","18,70","109,20","175,00","109,30","262,10","2,26",#N/A,"92,75","37,44","69,90","120,60",#N/A
10.02.2014,"46,32","134,00","21,32","188,50","68,50","155,30","67,70","76,25","352,50","189,50","18,50","108,00","177,60","109,00","264,10","2,30",#N/A,"88,50","37,40","68,00","119,50",#N/A
11.02.2014,"46,10","136,80","21,98","188,25","67,00","157,00","67,90","73,50","352,50","191,00","18,00","108,40","178,50","108,80","268,10","2,35",#N/A,"87,50","38,28","67,75","120,00",#N/A
12.02.2014,"46,21","127,40","21,60","187,50","70,75","159,90","67,30","73,00","338,50","190,50","18,00","108,50","180,60","109,00","250,00","2,30",#N/A,"87,75","37,02","68,50","122,10",#N/A
13.02.2014,"46,21","128,30","21,95","197,35","69,25","157,30","68,65","71,75","341,50","195,00","17,95","107,50","176,00","109,20","244,60","2,26",#N/A,"87,00","36,44","67,80","122,10",#N/A
14.02.2014,"46,66","129,10","22,02","191,10","68,25","158,50","68,65","72,50","341,50","195,00","18,30","108,00","176,10","109,50","246,20","2,27",#N/A,"88,50","36,76","69,10","123,10",#N/A
17.02.2014,"47,06","131,20","23,52","191,10","67,50","158,30","69,80","72,00","339,50","195,50","18,10","108,00","176,70","109,90","239,20","2,15",#N/A,"89,00","36,59","70,00","123,50",#N/A
18.02.2014,"47,10","133,10","22,24","190,35","67,75","160,50","69,00","72,50","337,00","193,50","18,05","106,70","172,00","108,20","241,30","2,25",#N/A,"89,00","36,15","69,25","123,70",#N/A
19.02.2014,"46,65","132,10","22,04","191,95","66,50","161,00","67,00","72,25","336,50","191,00","18,25","107,00","172,40","108,70","241,50","2,30",#N/A,"91,75","36,09","66,75","123,50",#N/A
20.02.2014,"46,65","133,40","23,97","190,05","65,50","161,10","66,60","72,75","350,00","191,00","18,40","106,60","176,40","112,40","246,60","2,21",#N/A,"91,50","36,10","65,95","123,80",#N/A
21.02.2014,"47,10","132,80","24,54","194,25","65,25","160,50","66,05","73,75","350,00","192,50","18,50","105,70","179,20","116,30","247,10","2,24",#N/A,"92,50","37,18","67,15","125,20",#N/A
24.02.2014,"47,15","134,30","24,70","195,20","63,25","161,10","66,20","73,00","351,00","196,50","18,35","105,90","182,60","115,90","248,10","2,35",#N/A,"92,50","37,41","66,60","126,10",#N/A
25.02.2014,"46,98","134,00","24,36","196,65","60,50","159,80","64,80","72,25","348,50","194,00","18,10","105,00","181,70","114,70","243,60","2,49",#N/A,"88,00","37,14","65,70","125,50",#N/A
26.02.2014,"47,14","131,60","24,16","197,05","61,75","160,00","65,10","74,00","355,00","196,00","18,45","105,80","183,30","115,60","243,80","1,18",#N/A,"89,50","37,95","67,15","125,50",#N/A
27.02.2014,"47,18","130,90","24,29","198,10","64,00","158,20","64,55","76,50","356,50","195,00","18,55","107,70","184,00","114,40","242,60","1,56",#N/A,"89,75","37,50","66,55","126,10",#N/A
28.02.2014,"47,40","132,60","24,59","197,75","65,50","158,40","65,10","77,75","372,00","197,50","18,70","108,90","189,50","114,50","243,40","1,64",#N/A,"89,50","38,00","66,35","125,90",#N/A
03.03.2014,"47,00","128,20","24,20","193,00","64,50","164,10","64,00","76,25","366,00","194,50","18,25","107,70","185,60","116,10","251,10","1,41",#N/A,"87,00","36,77","63,10","124,50",#N/A
04.03.2014,"47,67","130,30","24,76","196,00","64,25","163,40","65,50","77,00","366,00","195,00","18,60","109,00","187,90","117,10","250,80","1,50",#N/A,"89,50","37,37","64,85","126,70",#N/A
05.03.2014,"48,17","129,60","24,67","196,00","63,50","162,10","64,70","76,75","367,50","194,50","18,75","109,30","188,30","108,00","251,00","1,48",#N/A,"88,50","37,25","64,00","127,50",#N/A
06.03.2014,"48,29","128,20","23,50","195,75","63,50","163,00","65,15","77,00","367,50","193,50","18,60","110,20","188,50","109,10","255,20","1,47",#N/A,"88,25","37,74","64,00","127,70",#N/A
07.03.2014,"48,90","127,50","23,66","194,65","64,25","161,30","64,55","77,50","377,00","194,50","18,60","110,00","188,90","108,00","252,80","1,46",#N/A,"90,00","37,31","65,35","127,10",#N/A
10.03.2014,"49,13","128,30","23,00","188,60","63,75","161,70","65,75","77,75","373,00","192,00","18,40","107,40","181,30","107,10","253,00","1,53",#N/A,"89,75","36,66","65,15","125,40",#N/A
11.03.2014,"49,21","128,90","23,33","187,25","63,50","162,70","65,95","78,25","373,00","191,50","18,55","108,10","184,20","107,10","252,30","1,53",#N/A,"89,75","37,00","66,10","125,20",#N/A
12.03.2014,"49,01","126,50","22,42","183,30","63,00","161,50","64,60","78,50","366,00","188,00","18,35","107,20","178,00","106,70","246,50","1,46",#N/A,"90,25","36,20","64,40","124,80",#N/A
13.03.2014,"48,34","126,20","21,82","181,00","64,00","163,00","64,00","77,25","364,00","188,50","18,00","106,60","177,40","106,10","242,90","1,46",#N/A,"89,25","35,70","64,10","125,00",#N/A
14.03.2014,"48,60","124,40","21,92","179,10","64,25","165,20","63,50","75,75","370,00","188,00","18,00","104,50","173,40","104,20","241,50","1,40",#N/A,"89,25","34,81","64,00","122,60",#N/A
17.03.2014,"48,68","125,10","22,49","183,45","66,00","166,40","64,00","77,00","364,00","188,50","18,10","105,10","176,60","104,40","243,40","1,25",#N/A,"91,00","35,04","64,70","124,60",#N/A
18.03.2014,"49,00","127,40","22,20","182,90","67,75","165,40","64,55","77,25","365,00","189,50","18,20","105,00","178,60","104,70","246,10","1,05",#N/A,"92,25","35,79","64,75","125,70",#N/A
19.03.2014,"48,64","127,00","22,77","186,00","68,50","164,80","63,60","77,25","363,50","188,50","18,05","105,50","178,50","105,10","248,00","1,28",#N/A,"92,50","35,48","64,05","124,30",#N/A
20.03.2014,"48,30","127,50","22,17","184,45","70,50","164,70","62,60","77,25","362,50","189,50","18,20","106,70","179,20","105,70","250,60","1,17",#N/A,"93,50","36,10","63,50","125,10",#N/A
21.03.2014,"49,23","128,70","22,55","186,25","71,00","168,20","61,50","78,50","361,00","192,00","18,55","106,90","185,10","106,30","252,20","1,21",#N/A,"93,75","35,92","63,55","125,90",#N/A
24.03.2014,"49,49","129,40","22,10","182,60","70,00","168,30","60,30","78,50","367,50","191,50","18,40","106,50","183,80","105,00","253,50","1,16",#N/A,"93,25","35,17","63,75","125,10",#N/A
25.03.2014,"49,90","130,10","22,24","185,00","69,75","169,00","60,20","79,50","374,00","190,00","18,55","107,00","190,50","106,30","256,00","1,26",#N/A,"93,50","35,46","65,10","125,50",#N/A
26.03.2014,"51,00","133,50","22,06","185,55","71,00","169,10","61,80","83,50","377,50","191,50","18,80","107,50","192,80","108,30","260,00","1,30",#N/A,"94,50","35,81","67,95","126,20",#N/A
27.03.2014,"50,55","133,60","22,39","184,40","71,00","171,30","62,60","82,50","379,00","191,00","19,15","103,40","187,30","108,90","258,30","1,27",#N/A,"96,75","35,41","69,55","125,00",#N/A
28.03.2014,"51,15","132,90","23,47","184,20","71,00","169,50","62,75","84,25","381,00","191,00","19,40","103,90","190,50","109,50","261,20","1,22",#N/A,"99,00","34,26","69,00","123,20",#N/A
